KVcache prepared in 3.455470561981201 seconds
[0]: Semantic Similarity: 0.80268,	 cache time: 1.1920928955078125e-06,	 generate time: 0.1784377098083496
[0]: [Cumulative]: Semantic Similarity: 0.80268,	 cache time: 1.1920928955078125e-06,	 generate time: 0.1784377098083496
[1]: Semantic Similarity: 0.21284,	 cache time: 1.1920928955078125e-06,	 generate time: 0.047100067138671875
[1]: [Cumulative]: Semantic Similarity: 0.50776,	 cache time: 1.1920928955078125e-06,	 generate time: 0.11276888847351074
[2]: Semantic Similarity: 0.3447,	 cache time: 7.152557373046875e-07,	 generate time: 0.05376696586608887
[2]: [Cumulative]: Semantic Similarity: 0.45341,	 cache time: 1.0331471761067708e-06,	 generate time: 0.09310158093770345
[3]: Semantic Similarity: 0.08186,	 cache time: 7.152557373046875e-07,	 generate time: 0.47405195236206055
[3]: [Cumulative]: Semantic Similarity: 0.36052,	 cache time: 9.5367431640625e-07,	 generate time: 0.18833917379379272
[4]: Semantic Similarity: 0.17272,	 cache time: 7.152557373046875e-07,	 generate time: 0.046807050704956055
[4]: [Cumulative]: Semantic Similarity: 0.32296,	 cache time: 9.059906005859375e-07,	 generate time: 0.1600327491760254
[5]: Semantic Similarity: 0.16796,	 cache time: 4.76837158203125e-07,	 generate time: 0.04663205146789551
[5]: [Cumulative]: Semantic Similarity: 0.29713,	 cache time: 8.344650268554688e-07,	 generate time: 0.14113263289133707
[6]: Semantic Similarity: 0.5032,	 cache time: 7.152557373046875e-07,	 generate time: 0.046785831451416016
[6]: [Cumulative]: Semantic Similarity: 0.32657,	 cache time: 8.174351283482142e-07,	 generate time: 0.1276545183999198
[7]: Semantic Similarity: 0.31745,	 cache time: 9.5367431640625e-07,	 generate time: 0.16194844245910645
[7]: [Cumulative]: Semantic Similarity: 0.32543,	 cache time: 8.344650268554688e-07,	 generate time: 0.13194125890731812
[8]: Semantic Similarity: 0.27797,	 cache time: 7.152557373046875e-07,	 generate time: 0.1624755859375
[8]: [Cumulative]: Semantic Similarity: 0.32015,	 cache time: 8.212195502387153e-07,	 generate time: 0.13533396191067165
[9]: Semantic Similarity: 0.35311,	 cache time: 7.152557373046875e-07,	 generate time: 0.046654701232910156
[9]: [Cumulative]: Semantic Similarity: 0.32345,	 cache time: 8.106231689453125e-07,	 generate time: 0.1264660358428955
[10]: Semantic Similarity: 0.17948,	 cache time: 7.152557373046875e-07,	 generate time: 0.04621696472167969
[10]: [Cumulative]: Semantic Similarity: 0.31036,	 cache time: 8.019534024325284e-07,	 generate time: 0.1191706657409668
[11]: Semantic Similarity: 0.24838,	 cache time: 7.152557373046875e-07,	 generate time: 0.04856729507446289
[11]: [Cumulative]: Semantic Similarity: 0.3052,	 cache time: 7.947285970052084e-07,	 generate time: 0.11328705151875813
[12]: Semantic Similarity: 0.13662,	 cache time: 7.152557373046875e-07,	 generate time: 0.046660423278808594
[12]: [Cumulative]: Semantic Similarity: 0.29223,	 cache time: 7.886153001051682e-07,	 generate time: 0.10816192626953125
[13]: Semantic Similarity: 0.19385,	 cache time: 9.5367431640625e-07,	 generate time: 0.04621458053588867
