Retriever BM25 prepared in 0.3973979949951172 seconds
[0]: Semantic Similarity: 0.55081,	 retrieve time: 0.2583892345428467,	 generate time: 5.808593034744263
[0]: [Cumulative]: Semantic Similarity: 0.55081,	 retrieve time: 0.2583892345428467,	 generate time: 5.808593034744263
[1]: Semantic Similarity: 0.64392,	 retrieve time: 0.0037627220153808594,	 generate time: 0.7231874465942383
[1]: [Cumulative]: Semantic Similarity: 0.59737,	 retrieve time: 0.13107597827911377,	 generate time: 3.2658902406692505
[2]: Semantic Similarity: 0.43579,	 retrieve time: 0.003242015838623047,	 generate time: 0.720728874206543
[2]: [Cumulative]: Semantic Similarity: 0.54351,	 retrieve time: 0.08846465746561687,	 generate time: 2.4175031185150146
[3]: Semantic Similarity: -0.06076,	 retrieve time: 0.0035233497619628906,	 generate time: 6.972651720046997
[3]: [Cumulative]: Semantic Similarity: 0.39244,	 retrieve time: 0.06722933053970337,	 generate time: 3.5562902688980103
[4]: Semantic Similarity: 0.10739,	 retrieve time: 0.0029036998748779297,	 generate time: 0.36560702323913574
[4]: [Cumulative]: Semantic Similarity: 0.33543,	 retrieve time: 0.05436420440673828,	 generate time: 2.9181536197662354
[5]: Semantic Similarity: 0.07884,	 retrieve time: 0.004720449447631836,	 generate time: 9.190855026245117
[5]: [Cumulative]: Semantic Similarity: 0.29266,	 retrieve time: 0.04609024524688721,	 generate time: 3.9636038541793823
[6]: Semantic Similarity: -0.0437,	 retrieve time: 0.0027570724487304688,	 generate time: 5.7095654010772705
[6]: [Cumulative]: Semantic Similarity: 0.24461,	 retrieve time: 0.03989979199000767,	 generate time: 4.213026932307652
[7]: Semantic Similarity: 0.12683,	 retrieve time: 0.004022121429443359,	 generate time: 3.207916021347046
[7]: [Cumulative]: Semantic Similarity: 0.22989,	 retrieve time: 0.035415083169937134,	 generate time: 4.087388068437576
[8]: Semantic Similarity: 0.50252,	 retrieve time: 0.00299835205078125,	 generate time: 0.7410988807678223
[8]: [Cumulative]: Semantic Similarity: 0.26018,	 retrieve time: 0.03181322415669759,	 generate time: 3.7155781586964927
[9]: Semantic Similarity: 0.04801,	 retrieve time: 0.0031096935272216797,	 generate time: 8.194526433944702
[9]: [Cumulative]: Semantic Similarity: 0.23897,	 retrieve time: 0.02894287109375,	 generate time: 4.163472986221313
[10]: Semantic Similarity: 0.05604,	 retrieve time: 0.003264188766479492,	 generate time: 9.145425796508789
[10]: [Cumulative]: Semantic Similarity: 0.22234,	 retrieve time: 0.0266084454276345,	 generate time: 4.616377787156538
[11]: Semantic Similarity: 0.28417,	 retrieve time: 0.003507375717163086,	 generate time: 0.3392932415008545
[11]: [Cumulative]: Semantic Similarity: 0.22749,	 retrieve time: 0.024683356285095215,	 generate time: 4.259954075018565
[12]: Semantic Similarity: 0.3264,	 retrieve time: 0.002926349639892578,	 generate time: 3.3358983993530273
[12]: [Cumulative]: Semantic Similarity: 0.2351,	 retrieve time: 0.023009740389310397,	 generate time: 4.188872869198139
[13]: Semantic Similarity: 0.25779,	 retrieve time: 0.0030269622802734375,	 generate time: 0.7701992988586426
[13]: [Cumulative]: Semantic Similarity: 0.23672,	 retrieve time: 0.021582399095807756,	 generate time: 3.9446818998881747
[14]: Semantic Similarity: 0.12262,	 retrieve time: 0.005492448806762695,	 generate time: 2.024055242538452
[14]: [Cumulative]: Semantic Similarity: 0.22911,	 retrieve time: 0.020509735743204752,	 generate time: 3.8166401227315268
[15]: Semantic Similarity: 0.04286,	 retrieve time: 0.004958152770996094,	 generate time: 8.819600820541382
[15]: [Cumulative]: Semantic Similarity: 0.21747,	 retrieve time: 0.01953776180744171,	 generate time: 4.129325166344643
[16]: Semantic Similarity: 0.13011,	 retrieve time: 0.003020763397216797,	 generate time: 0.38386964797973633
[16]: [Cumulative]: Semantic Similarity: 0.21233,	 retrieve time: 0.018566173665663776,	 generate time: 3.9090042534996483
[17]: Semantic Similarity: 0.55229,	 retrieve time: 0.003438234329223633,	 generate time: 1.3998491764068604
[17]: [Cumulative]: Semantic Similarity: 0.23122,	 retrieve time: 0.0177257325914171,	 generate time: 3.7696067492167153
[18]: Semantic Similarity: 0.02019,	 retrieve time: 0.0032930374145507812,	 generate time: 8.273223876953125
[18]: [Cumulative]: Semantic Similarity: 0.22011,	 retrieve time: 0.016966117055792557,	 generate time: 4.006639229623895
[19]: Semantic Similarity: 0.40276,	 retrieve time: 0.003491640090942383,	 generate time: 2.7951650619506836
[19]: [Cumulative]: Semantic Similarity: 0.22924,	 retrieve time: 0.01629239320755005,	 generate time: 3.9460655212402345
[20]: Semantic Similarity: 0.34167,	 retrieve time: 0.0031468868255615234,	 generate time: 5.523380279541016
[20]: [Cumulative]: Semantic Similarity: 0.2346,	 retrieve time: 0.015666416713169644,	 generate time: 4.0211757478259855
[21]: Semantic Similarity: 0.37829,	 retrieve time: 0.003996133804321289,	 generate time: 8.611509323120117
