Retriever BM25 prepared in 1.7992804050445557 seconds
[0]: Semantic Similarity: 0.27219,	 retrieve time: 0.09090924263000488,	 generate time: 0.5831851959228516
[0]: [Cumulative]: Semantic Similarity: 0.27219,	 retrieve time: 0.09090924263000488,	 generate time: 0.5831851959228516
[1]: Semantic Similarity: 0.8064,	 retrieve time: 0.0035958290100097656,	 generate time: 0.48984456062316895
[1]: [Cumulative]: Semantic Similarity: 0.5393,	 retrieve time: 0.047252535820007324,	 generate time: 0.5365148782730103
[2]: Semantic Similarity: 0.78556,	 retrieve time: 0.003602266311645508,	 generate time: 0.20659351348876953
[2]: [Cumulative]: Semantic Similarity: 0.62138,	 retrieve time: 0.03270244598388672,	 generate time: 0.4265410900115967
[3]: Semantic Similarity: 0.24778,	 retrieve time: 0.0035886764526367188,	 generate time: 0.11158084869384766
[3]: [Cumulative]: Semantic Similarity: 0.52798,	 retrieve time: 0.02542400360107422,	 generate time: 0.3478010296821594
[4]: Semantic Similarity: 0.21683,	 retrieve time: 0.003465890884399414,	 generate time: 1.9217586517333984
[4]: [Cumulative]: Semantic Similarity: 0.46575,	 retrieve time: 0.021032381057739257,	 generate time: 0.6625925540924072
[5]: Semantic Similarity: 0.37793,	 retrieve time: 0.0033178329467773438,	 generate time: 0.14820051193237305
[5]: [Cumulative]: Semantic Similarity: 0.45112,	 retrieve time: 0.018079956372578938,	 generate time: 0.5768605470657349
[6]: Semantic Similarity: 0.58693,	 retrieve time: 0.003904104232788086,	 generate time: 0.49495458602905273
[6]: [Cumulative]: Semantic Similarity: 0.47052,	 retrieve time: 0.016054834638323103,	 generate time: 0.565159695489066
[7]: Semantic Similarity: 0.69937,	 retrieve time: 0.0039365291595458984,	 generate time: 0.698962926864624
[7]: [Cumulative]: Semantic Similarity: 0.49913,	 retrieve time: 0.014540046453475952,	 generate time: 0.5818850994110107
[8]: Semantic Similarity: 0.67583,	 retrieve time: 0.0026128292083740234,	 generate time: 0.1743152141571045
[8]: [Cumulative]: Semantic Similarity: 0.51876,	 retrieve time: 0.013214800092909072,	 generate time: 0.5365995566050211
[9]: Semantic Similarity: 0.25282,	 retrieve time: 0.0035331249237060547,	 generate time: 0.6213340759277344
[9]: [Cumulative]: Semantic Similarity: 0.49217,	 retrieve time: 0.01224663257598877,	 generate time: 0.5450730085372925
[10]: Semantic Similarity: 0.18573,	 retrieve time: 0.003004789352416992,	 generate time: 1.4598217010498047
[10]: [Cumulative]: Semantic Similarity: 0.46431,	 retrieve time: 0.011406465010209517,	 generate time: 0.6282319805838845
[11]: Semantic Similarity: 0.23415,	 retrieve time: 0.0026903152465820312,	 generate time: 0.10586953163146973
[11]: [Cumulative]: Semantic Similarity: 0.44513,	 retrieve time: 0.010680119196573893,	 generate time: 0.5847017765045166
[12]: Semantic Similarity: 0.14968,	 retrieve time: 0.003181934356689453,	 generate time: 0.10525798797607422
[12]: [Cumulative]: Semantic Similarity: 0.4224,	 retrieve time: 0.010103335747352013,	 generate time: 0.5478214850792518
[13]: Semantic Similarity: 0.33941,	 retrieve time: 0.007566213607788086,	 generate time: 0.7961452007293701
[13]: [Cumulative]: Semantic Similarity: 0.41647,	 retrieve time: 0.009922112737383162,	 generate time: 0.5655588933399746
[14]: Semantic Similarity: 0.5127,	 retrieve time: 0.003508329391479492,	 generate time: 0.43289756774902344
[14]: [Cumulative]: Semantic Similarity: 0.42289,	 retrieve time: 0.009494527180989584,	 generate time: 0.5567148049672445
[15]: Semantic Similarity: 0.11291,	 retrieve time: 0.005811452865600586,	 generate time: 0.1110239028930664
[15]: [Cumulative]: Semantic Similarity: 0.40351,	 retrieve time: 0.009264335036277771,	 generate time: 0.5288591235876083
[16]: Semantic Similarity: 0.64754,	 retrieve time: 0.0038263797760009766,	 generate time: 0.2608151435852051
[16]: [Cumulative]: Semantic Similarity: 0.41787,	 retrieve time: 0.008944455315085018,	 generate time: 0.5130918306462905
[17]: Semantic Similarity: 0.14725,	 retrieve time: 0.0035643577575683594,	 generate time: 0.12155985832214355
[17]: [Cumulative]: Semantic Similarity: 0.40283,	 retrieve time: 0.008645561006334092,	 generate time: 0.4913400544060601
[18]: Semantic Similarity: 0.24866,	 retrieve time: 0.002970457077026367,	 generate time: 0.1159505844116211
[18]: [Cumulative]: Semantic Similarity: 0.39472,	 retrieve time: 0.008346871325844213,	 generate time: 0.47158271388003703
[19]: Semantic Similarity: 0.22205,	 retrieve time: 0.0040607452392578125,	 generate time: 0.11702752113342285
[19]: [Cumulative]: Semantic Similarity: 0.38609,	 retrieve time: 0.008132565021514892,	 generate time: 0.4538549542427063
[20]: Semantic Similarity: 0.67461,	 retrieve time: 0.003596782684326172,	 generate time: 0.5332276821136475
[20]: [Cumulative]: Semantic Similarity: 0.39983,	 retrieve time: 0.007916575386410668,	 generate time: 0.4576346079508464
[21]: Semantic Similarity: 0.11182,	 retrieve time: 0.004747867584228516,	 generate time: 0.11715102195739746
[21]: [Cumulative]: Semantic Similarity: 0.38673,	 retrieve time: 0.0077725432135842066,	 generate time: 0.4421580813147805
[22]: Semantic Similarity: 0.11707,	 retrieve time: 0.0034995079040527344,	 generate time: 0.10867428779602051
[22]: [Cumulative]: Semantic Similarity: 0.37501,	 retrieve time: 0.007586759069691534,	 generate time: 0.4276587859443996
[23]: Semantic Similarity: 0.36758,	 retrieve time: 0.003993034362792969,	 generate time: 0.9406366348266602
[23]: [Cumulative]: Semantic Similarity: 0.3747,	 retrieve time: 0.007437020540237427,	 generate time: 0.44903286298116046
[24]: Semantic Similarity: 0.35371,	 retrieve time: 0.003286600112915039,	 generate time: 0.5442295074462891
[24]: [Cumulative]: Semantic Similarity: 0.37386,	 retrieve time: 0.007271003723144531,	 generate time: 0.4528407287597656
[25]: Semantic Similarity: 1.0,	 retrieve time: 0.002939939498901367,	 generate time: 0.1815958023071289
[25]: [Cumulative]: Semantic Similarity: 0.39794,	 retrieve time: 0.007104424329904409,	 generate time: 0.4424082315885104
[26]: Semantic Similarity: 0.71382,	 retrieve time: 0.0027091503143310547,	 generate time: 0.8637511730194092
[26]: [Cumulative]: Semantic Similarity: 0.40964,	 retrieve time: 0.006941636403401692,	 generate time: 0.4580135257155807
[27]: Semantic Similarity: 0.15366,	 retrieve time: 0.0028390884399414062,	 generate time: 0.11167025566101074
[27]: [Cumulative]: Semantic Similarity: 0.4005,	 retrieve time: 0.006795116833278111,	 generate time: 0.4456441232136318
[28]: Semantic Similarity: 0.40585,	 retrieve time: 0.0028247833251953125,	 generate time: 0.17604613304138184
[28]: [Cumulative]: Semantic Similarity: 0.40068,	 retrieve time: 0.006658208781275256,	 generate time: 0.436347640793899
[29]: Semantic Similarity: 1.0,	 retrieve time: 0.002629518508911133,	 generate time: 0.260087251663208
