Retriever BM25 prepared in 0.37975382804870605 seconds
[0]: Semantic Similarity: 1.0,	 retrieve time: 0.232987642288208,	 generate time: 0.7197675704956055
[0]: [Cumulative]: Semantic Similarity: 1.0,	 retrieve time: 0.232987642288208,	 generate time: 0.7197675704956055
[1]: Semantic Similarity: 0.21284,	 retrieve time: 0.003214597702026367,	 generate time: 0.26805567741394043
[1]: [Cumulative]: Semantic Similarity: 0.60642,	 retrieve time: 0.11810111999511719,	 generate time: 0.49391162395477295
[2]: Semantic Similarity: 0.29008,	 retrieve time: 0.0037419795989990234,	 generate time: 0.36537647247314453
[2]: [Cumulative]: Semantic Similarity: 0.50097,	 retrieve time: 0.07998140652974446,	 generate time: 0.4510665734608968
[3]: Semantic Similarity: 0.41249,	 retrieve time: 0.003265380859375,	 generate time: 0.6293210983276367
[3]: [Cumulative]: Semantic Similarity: 0.47885,	 retrieve time: 0.0608024001121521,	 generate time: 0.4956302046775818
[4]: Semantic Similarity: 0.17272,	 retrieve time: 0.0035467147827148438,	 generate time: 0.2637321949005127
[4]: [Cumulative]: Semantic Similarity: 0.41763,	 retrieve time: 0.04935126304626465,	 generate time: 0.449250602722168
[5]: Semantic Similarity: 0.16796,	 retrieve time: 0.002758502960205078,	 generate time: 0.2679271697998047
[5]: [Cumulative]: Semantic Similarity: 0.37601,	 retrieve time: 0.04158580303192139,	 generate time: 0.41903003056844074
[6]: Semantic Similarity: 0.5032,	 retrieve time: 0.0029566287994384766,	 generate time: 0.27324676513671875
[6]: [Cumulative]: Semantic Similarity: 0.39418,	 retrieve time: 0.036067349570138116,	 generate time: 0.39820384979248047
[7]: Semantic Similarity: 0.23969,	 retrieve time: 0.003958940505981445,	 generate time: 0.257709264755249
[7]: [Cumulative]: Semantic Similarity: 0.37487,	 retrieve time: 0.03205379843711853,	 generate time: 0.38064202666282654
[8]: Semantic Similarity: 0.27797,	 retrieve time: 0.0030574798583984375,	 generate time: 0.32987213134765625
[8]: [Cumulative]: Semantic Similarity: 0.36411,	 retrieve time: 0.028831985261705186,	 generate time: 0.3750009271833632
[9]: Semantic Similarity: 0.35311,	 retrieve time: 0.0029296875,	 generate time: 0.24378561973571777
[9]: [Cumulative]: Semantic Similarity: 0.36301,	 retrieve time: 0.026241755485534667,	 generate time: 0.3618793964385986
[10]: Semantic Similarity: 0.17948,	 retrieve time: 0.004115581512451172,	 generate time: 0.23954391479492188
[10]: [Cumulative]: Semantic Similarity: 0.34632,	 retrieve time: 0.02423028512434526,	 generate time: 0.3507579890164462
[11]: Semantic Similarity: 0.24838,	 retrieve time: 0.0038840770721435547,	 generate time: 0.24573945999145508
[11]: [Cumulative]: Semantic Similarity: 0.33816,	 retrieve time: 0.022534767786661785,	 generate time: 0.3420064449310303
[12]: Semantic Similarity: 0.13662,	 retrieve time: 0.0035903453826904297,	 generate time: 0.2743875980377197
[12]: [Cumulative]: Semantic Similarity: 0.32266,	 retrieve time: 0.021077504524817832,	 generate time: 0.3368049951700064
[13]: Semantic Similarity: 0.19385,	 retrieve time: 0.003184080123901367,	 generate time: 0.24621963500976562
[13]: [Cumulative]: Semantic Similarity: 0.31346,	 retrieve time: 0.01979940278189523,	 generate time: 0.33033461230141775
[14]: Semantic Similarity: 0.06726,	 retrieve time: 0.003759622573852539,	 generate time: 0.25298571586608887
[14]: [Cumulative]: Semantic Similarity: 0.29704,	 retrieve time: 0.01873008410135905,	 generate time: 0.32517801920572914
[15]: Semantic Similarity: 1.0,	 retrieve time: 0.0030744075775146484,	 generate time: 0.3104429244995117
[15]: [Cumulative]: Semantic Similarity: 0.34098,	 retrieve time: 0.017751604318618774,	 generate time: 0.3242570757865906
[16]: Semantic Similarity: 0.34176,	 retrieve time: 0.0033779144287109375,	 generate time: 0.22922348976135254
[16]: [Cumulative]: Semantic Similarity: 0.34102,	 retrieve time: 0.016906093148624197,	 generate time: 0.31866686484392953
[17]: Semantic Similarity: 0.85209,	 retrieve time: 0.003770112991333008,	 generate time: 0.5300271511077881
[17]: [Cumulative]: Semantic Similarity: 0.36942,	 retrieve time: 0.01617631647321913,	 generate time: 0.33040910296969944
[18]: Semantic Similarity: 0.98765,	 retrieve time: 0.0032842159271240234,	 generate time: 0.44862794876098633
[18]: [Cumulative]: Semantic Similarity: 0.40196,	 retrieve time: 0.015497784865529914,	 generate time: 0.3366311474850303
[19]: Semantic Similarity: 0.50667,	 retrieve time: 0.0043904781341552734,	 generate time: 0.3087780475616455
[19]: [Cumulative]: Semantic Similarity: 0.40719,	 retrieve time: 0.014942419528961182,	 generate time: 0.33523849248886106
[20]: Semantic Similarity: 0.15829,	 retrieve time: 0.004136323928833008,	 generate time: 0.3554542064666748
[20]: [Cumulative]: Semantic Similarity: 0.39534,	 retrieve time: 0.014427843548002698,	 generate time: 0.33620114553542363
[21]: Semantic Similarity: 0.4888,	 retrieve time: 0.004322052001953125,	 generate time: 0.4012317657470703
[21]: [Cumulative]: Semantic Similarity: 0.39959,	 retrieve time: 0.013968489386818626,	 generate time: 0.33915708281777124
[22]: Semantic Similarity: 1.0,	 retrieve time: 0.004052400588989258,	 generate time: 0.30909037590026855
[22]: [Cumulative]: Semantic Similarity: 0.42569,	 retrieve time: 0.013537355091260828,	 generate time: 0.3378498346909233
[23]: Semantic Similarity: 0.12417,	 retrieve time: 0.004895925521850586,	 generate time: 0.3432283401489258
[23]: [Cumulative]: Semantic Similarity: 0.41313,	 retrieve time: 0.013177295525868734,	 generate time: 0.3380739390850067
[24]: Semantic Similarity: 0.20242,	 retrieve time: 0.0039827823638916016,	 generate time: 0.2872741222381592
[24]: [Cumulative]: Semantic Similarity: 0.4047,	 retrieve time: 0.012809514999389648,	 generate time: 0.33604194641113283
[25]: Semantic Similarity: 0.20156,	 retrieve time: 0.003488302230834961,	 generate time: 0.25591301918029785
[25]: [Cumulative]: Semantic Similarity: 0.39689,	 retrieve time: 0.0124510068159837,	 generate time: 0.33296006459456223
[26]: Semantic Similarity: 0.20464,	 retrieve time: 0.0032453536987304688,	 generate time: 0.2457740306854248
[26]: [Cumulative]: Semantic Similarity: 0.38977,	 retrieve time: 0.012110056700529876,	 generate time: 0.32973095222755716
[27]: Semantic Similarity: 0.7403,	 retrieve time: 0.00570988655090332,	 generate time: 0.3638150691986084
[27]: [Cumulative]: Semantic Similarity: 0.40229,	 retrieve time: 0.01188147919518607,	 generate time: 0.3309482421193804
[28]: Semantic Similarity: 0.48657,	 retrieve time: 0.002621889114379883,	 generate time: 0.27384018898010254
[28]: [Cumulative]: Semantic Similarity: 0.40519,	 retrieve time: 0.011562182985503098,	 generate time: 0.3289789989076812
[29]: Semantic Similarity: 0.39272,	 retrieve time: 0.003734111785888672,	 generate time: 0.3247060775756836
[29]: [Cumulative]: Semantic Similarity: 0.40478,	 retrieve time: 0.011301247278849284,	 generate time: 0.3288365681966146
[30]: Semantic Similarity: 0.5032,	 retrieve time: 0.0032317638397216797,	 generate time: 0.2615032196044922
[30]: [Cumulative]: Semantic Similarity: 0.40795,	 retrieve time: 0.01104094136145807,	 generate time: 0.3266645246936429
[31]: Semantic Similarity: 1.0,	 retrieve time: 0.0037212371826171875,	 generate time: 0.34996747970581055
[31]: [Cumulative]: Semantic Similarity: 0.42645,	 retrieve time: 0.010812200605869293,	 generate time: 0.32739274203777313
[32]: Semantic Similarity: 0.4172,	 retrieve time: 0.006645917892456055,	 generate time: 0.3216116428375244
[32]: [Cumulative]: Semantic Similarity: 0.42617,	 retrieve time: 0.010685949614553741,	 generate time: 0.3272175572135232
[33]: Semantic Similarity: 0.19135,	 retrieve time: 0.0036644935607910156,	 generate time: 0.2578589916229248
[33]: [Cumulative]: Semantic Similarity: 0.41927,	 retrieve time: 0.010479436201207778,	 generate time: 0.325177599402035
[34]: Semantic Similarity: 0.1945,	 retrieve time: 0.0032205581665039062,	 generate time: 0.2875499725341797
[34]: [Cumulative]: Semantic Similarity: 0.41284,	 retrieve time: 0.010272039685930524,	 generate time: 0.3241025243486677
[35]: Semantic Similarity: 0.25643,	 retrieve time: 0.0036847591400146484,	 generate time: 0.2550084590911865
[35]: [Cumulative]: Semantic Similarity: 0.4085,	 retrieve time: 0.010089059670766195,	 generate time: 0.3221832447581821
