Retriever BM25 prepared in 0.3696861267089844 seconds
[0]: Semantic Similarity: 1.0,	 retrieve time: 0.2550680637359619,	 generate time: 0.567997932434082
[0]: [Cumulative]: Semantic Similarity: 1.0,	 retrieve time: 0.2550680637359619,	 generate time: 0.567997932434082
[1]: Semantic Similarity: 0.21284,	 retrieve time: 0.003313302993774414,	 generate time: 0.11737251281738281
[1]: [Cumulative]: Semantic Similarity: 0.60642,	 retrieve time: 0.12919068336486816,	 generate time: 0.3426852226257324
[2]: Semantic Similarity: 1.0,	 retrieve time: 0.0035734176635742188,	 generate time: 0.15871691703796387
[2]: [Cumulative]: Semantic Similarity: 0.73761,	 retrieve time: 0.08731826146443684,	 generate time: 0.28136245409647626
[3]: Semantic Similarity: -0.08028,	 retrieve time: 0.003422260284423828,	 generate time: 0.6231944561004639
[3]: [Cumulative]: Semantic Similarity: 0.53314,	 retrieve time: 0.0663442611694336,	 generate time: 0.36682045459747314
[4]: Semantic Similarity: 0.40345,	 retrieve time: 0.0031561851501464844,	 generate time: 0.6100690364837646
[4]: [Cumulative]: Semantic Similarity: 0.5072,	 retrieve time: 0.05370664596557617,	 generate time: 0.41547017097473143
[5]: Semantic Similarity: 0.16796,	 retrieve time: 0.003439188003540039,	 generate time: 0.11242938041687012
[5]: [Cumulative]: Semantic Similarity: 0.45066,	 retrieve time: 0.045328736305236816,	 generate time: 0.3649633725484212
[6]: Semantic Similarity: 0.5032,	 retrieve time: 0.0032813549041748047,	 generate time: 0.11519432067871094
[6]: [Cumulative]: Semantic Similarity: 0.45817,	 retrieve time: 0.03932196753365653,	 generate time: 0.3292820794241769
[7]: Semantic Similarity: 0.38334,	 retrieve time: 0.0033071041107177734,	 generate time: 0.2242729663848877
[7]: [Cumulative]: Semantic Similarity: 0.44881,	 retrieve time: 0.034820109605789185,	 generate time: 0.31615594029426575
[8]: Semantic Similarity: 0.27797,	 retrieve time: 0.0028438568115234375,	 generate time: 0.17441439628601074
[8]: [Cumulative]: Semantic Similarity: 0.42983,	 retrieve time: 0.03126719262864855,	 generate time: 0.3004068798489041
[9]: Semantic Similarity: 0.35311,	 retrieve time: 0.002982616424560547,	 generate time: 0.0822594165802002
[9]: [Cumulative]: Semantic Similarity: 0.42216,	 retrieve time: 0.028438735008239745,	 generate time: 0.2785921335220337
[10]: Semantic Similarity: 0.17948,	 retrieve time: 0.002989530563354492,	 generate time: 0.08854246139526367
[10]: [Cumulative]: Semantic Similarity: 0.4001,	 retrieve time: 0.02612517096779563,	 generate time: 0.2613148906014182
[11]: Semantic Similarity: 1.0,	 retrieve time: 0.002834796905517578,	 generate time: 0.190260648727417
[11]: [Cumulative]: Semantic Similarity: 0.45009,	 retrieve time: 0.024184306462605793,	 generate time: 0.2553937037785848
[12]: Semantic Similarity: 0.4981,	 retrieve time: 0.002871990203857422,	 generate time: 0.6312737464904785
[12]: [Cumulative]: Semantic Similarity: 0.45378,	 retrieve time: 0.02254489751962515,	 generate time: 0.28430755321796125
[13]: Semantic Similarity: 1.0,	 retrieve time: 0.0032618045806884766,	 generate time: 0.18173599243164062
[13]: [Cumulative]: Semantic Similarity: 0.4928,	 retrieve time: 0.021167533738272532,	 generate time: 0.27698101316179546
[14]: Semantic Similarity: 0.2718,	 retrieve time: 0.0032095909118652344,	 generate time: 0.17409563064575195
[14]: [Cumulative]: Semantic Similarity: 0.47806,	 retrieve time: 0.01997033754984538,	 generate time: 0.2701219876607259
[15]: Semantic Similarity: 1.0,	 retrieve time: 0.002996683120727539,	 generate time: 0.15988612174987793
[15]: [Cumulative]: Semantic Similarity: 0.51069,	 retrieve time: 0.018909484148025513,	 generate time: 0.2632322460412979
[16]: Semantic Similarity: 0.34176,	 retrieve time: 0.0030395984649658203,	 generate time: 0.10070133209228516
[16]: [Cumulative]: Semantic Similarity: 0.50075,	 retrieve time: 0.017975961460786706,	 generate time: 0.25367160404429717
[17]: Semantic Similarity: 0.69907,	 retrieve time: 0.003377199172973633,	 generate time: 0.9429640769958496
[17]: [Cumulative]: Semantic Similarity: 0.51177,	 retrieve time: 0.01716491911146376,	 generate time: 0.2919656303193834
[18]: Semantic Similarity: 0.98765,	 retrieve time: 0.0032279491424560547,	 generate time: 0.2423245906829834
[18]: [Cumulative]: Semantic Similarity: 0.53681,	 retrieve time: 0.016431394376252826,	 generate time: 0.28935294402273076
[19]: Semantic Similarity: 0.89232,	 retrieve time: 0.0034182071685791016,	 generate time: 0.14365267753601074
[19]: [Cumulative]: Semantic Similarity: 0.55459,	 retrieve time: 0.01578073501586914,	 generate time: 0.28206793069839475
[20]: Semantic Similarity: 0.15829,	 retrieve time: 0.0032346248626708984,	 generate time: 0.18270659446716309
[20]: [Cumulative]: Semantic Similarity: 0.53572,	 retrieve time: 0.015183301199050177,	 generate time: 0.27733643849690753
[21]: Semantic Similarity: 0.4888,	 retrieve time: 0.002984285354614258,	 generate time: 0.20275402069091797
[21]: [Cumulative]: Semantic Similarity: 0.53358,	 retrieve time: 0.014628800478848543,	 generate time: 0.2739463285966353
[22]: Semantic Similarity: 1.0,	 retrieve time: 0.0030145645141601562,	 generate time: 0.1624772548675537
[22]: [Cumulative]: Semantic Similarity: 0.55386,	 retrieve time: 0.014123833697775135,	 generate time: 0.2690998471301535
[23]: Semantic Similarity: 0.12417,	 retrieve time: 0.003333568572998047,	 generate time: 0.19214916229248047
[23]: [Cumulative]: Semantic Similarity: 0.53596,	 retrieve time: 0.01367423931757609,	 generate time: 0.26589356859525043
[24]: Semantic Similarity: 0.20242,	 retrieve time: 0.003399372100830078,	 generate time: 0.11506414413452148
[24]: [Cumulative]: Semantic Similarity: 0.52262,	 retrieve time: 0.01326324462890625,	 generate time: 0.2598603916168213
[25]: Semantic Similarity: 0.20156,	 retrieve time: 0.002766132354736328,	 generate time: 0.11379313468933105
