Retriever BM25 prepared in 0.6342506408691406 seconds
[0]: Semantic Similarity: 1.0,	 retrieve time: 0.3523397445678711,	 generate time: 0.6849279403686523
[0]: [Cumulative]: Semantic Similarity: 1.0,	 retrieve time: 0.3523397445678711,	 generate time: 0.6849279403686523
[1]: Semantic Similarity: 0.21284,	 retrieve time: 0.00419163703918457,	 generate time: 0.08795475959777832
[1]: [Cumulative]: Semantic Similarity: 0.60642,	 retrieve time: 0.17826569080352783,	 generate time: 0.38644134998321533
[2]: Semantic Similarity: 1.0,	 retrieve time: 0.004192829132080078,	 generate time: 0.13077139854431152
[2]: [Cumulative]: Semantic Similarity: 0.73761,	 retrieve time: 0.12024140357971191,	 generate time: 0.30121803283691406
[3]: Semantic Similarity: 0.17032,	 retrieve time: 0.0037717819213867188,	 generate time: 0.5279214382171631
[3]: [Cumulative]: Semantic Similarity: 0.59579,	 retrieve time: 0.09112399816513062,	 generate time: 0.3578938841819763
[4]: Semantic Similarity: 0.17272,	 retrieve time: 0.003527402877807617,	 generate time: 0.05589485168457031
[4]: [Cumulative]: Semantic Similarity: 0.51118,	 retrieve time: 0.07360467910766602,	 generate time: 0.29749407768249514
[5]: Semantic Similarity: 0.16796,	 retrieve time: 0.002412080764770508,	 generate time: 0.058066368103027344
[5]: [Cumulative]: Semantic Similarity: 0.45397,	 retrieve time: 0.06173924605051676,	 generate time: 0.2575894594192505
[6]: Semantic Similarity: 0.5032,	 retrieve time: 0.003651142120361328,	 generate time: 0.058861494064331055
[6]: [Cumulative]: Semantic Similarity: 0.46101,	 retrieve time: 0.053440945489065986,	 generate time: 0.22919975008283341
[7]: Semantic Similarity: 0.23969,	 retrieve time: 0.0033407211303710938,	 generate time: 0.058826446533203125
[7]: [Cumulative]: Semantic Similarity: 0.43334,	 retrieve time: 0.047178417444229126,	 generate time: 0.20790308713912964
[8]: Semantic Similarity: 0.27797,	 retrieve time: 0.0033845901489257812,	 generate time: 0.16383743286132812
