Retriever BM25 prepared in 0.37478041648864746 seconds
[0]: Semantic Similarity: 0.21839,	 retrieve time: 0.25789499282836914,	 generate time: 0.9871490001678467
[0]: [Cumulative]: Semantic Similarity: 0.21839,	 retrieve time: 0.25789499282836914,	 generate time: 0.9871490001678467
[1]: Semantic Similarity: 0.21284,	 retrieve time: 0.0033152103424072266,	 generate time: 0.1562950611114502
[1]: [Cumulative]: Semantic Similarity: 0.21561,	 retrieve time: 0.13060510158538818,	 generate time: 0.5717220306396484
[2]: Semantic Similarity: 0.29008,	 retrieve time: 0.003208637237548828,	 generate time: 0.25189948081970215
[2]: [Cumulative]: Semantic Similarity: 0.24044,	 retrieve time: 0.08813961346944173,	 generate time: 0.4651145140329997
[3]: Semantic Similarity: 0.11238,	 retrieve time: 0.0034117698669433594,	 generate time: 0.5516510009765625
[3]: [Cumulative]: Semantic Similarity: 0.20842,	 retrieve time: 0.06695765256881714,	 generate time: 0.4867486357688904
[4]: Semantic Similarity: 0.17272,	 retrieve time: 0.0030105113983154297,	 generate time: 0.14368391036987305
[4]: [Cumulative]: Semantic Similarity: 0.20128,	 retrieve time: 0.0541682243347168,	 generate time: 0.4181356906890869
[5]: Semantic Similarity: 0.14996,	 retrieve time: 0.0029883384704589844,	 generate time: 0.2325582504272461
[5]: [Cumulative]: Semantic Similarity: 0.19273,	 retrieve time: 0.04563824335734049,	 generate time: 0.38720611731211346
[6]: Semantic Similarity: 0.5032,	 retrieve time: 0.003348827362060547,	 generate time: 0.15788674354553223
[6]: [Cumulative]: Semantic Similarity: 0.23708,	 retrieve time: 0.03959689821515765,	 generate time: 0.35444620677403044
[7]: Semantic Similarity: 0.23969,	 retrieve time: 0.002668142318725586,	 generate time: 0.14336848258972168
[7]: [Cumulative]: Semantic Similarity: 0.23741,	 retrieve time: 0.03498080372810364,	 generate time: 0.3280614912509918
[8]: Semantic Similarity: 0.27797,	 retrieve time: 0.0031728744506835938,	 generate time: 0.22719335556030273
[8]: [Cumulative]: Semantic Similarity: 0.24191,	 retrieve time: 0.03144658936394586,	 generate time: 0.31685392061869305
[9]: Semantic Similarity: 0.35311,	 retrieve time: 0.004158735275268555,	 generate time: 0.14323902130126953
[9]: [Cumulative]: Semantic Similarity: 0.25303,	 retrieve time: 0.028717803955078124,	 generate time: 0.2994924306869507
[10]: Semantic Similarity: 0.17948,	 retrieve time: 0.003715991973876953,	 generate time: 0.14495563507080078
[10]: [Cumulative]: Semantic Similarity: 0.24635,	 retrieve time: 0.02644491195678711,	 generate time: 0.2854436310854825
[11]: Semantic Similarity: 1.0,	 retrieve time: 0.003665924072265625,	 generate time: 0.2620244026184082
[11]: [Cumulative]: Semantic Similarity: 0.30915,	 retrieve time: 0.02454666296641032,	 generate time: 0.2834920287132263
[12]: Semantic Similarity: 0.4981,	 retrieve time: 0.003627300262451172,	 generate time: 0.8926818370819092
[12]: [Cumulative]: Semantic Similarity: 0.32369,	 retrieve time: 0.022937481219951924,	 generate time: 0.330352783203125
[13]: Semantic Similarity: 0.19385,	 retrieve time: 0.007847070693969727,	 generate time: 0.16542315483093262
[13]: [Cumulative]: Semantic Similarity: 0.31441,	 retrieve time: 0.021859594753810337,	 generate time: 0.3185720954622541
[14]: Semantic Similarity: 0.20517,	 retrieve time: 0.0034813880920410156,	 generate time: 0.47490477561950684
[14]: [Cumulative]: Semantic Similarity: 0.30713,	 retrieve time: 0.02063438097635905,	 generate time: 0.3289942741394043
[15]: Semantic Similarity: 1.0,	 retrieve time: 0.003667593002319336,	 generate time: 0.2234795093536377
[15]: [Cumulative]: Semantic Similarity: 0.35043,	 retrieve time: 0.019573956727981567,	 generate time: 0.3223996013402939
[16]: Semantic Similarity: 0.34176,	 retrieve time: 0.003857135772705078,	 generate time: 0.14728307723999023
