Retriever BM25 prepared in 0.38707542419433594 seconds
[0]: Semantic Similarity: 1.0,	 retrieve time: 0.2323598861694336,	 generate time: 0.9396278858184814
[0]: [Cumulative]: Semantic Similarity: 1.0,	 retrieve time: 0.2323598861694336,	 generate time: 0.9396278858184814
[1]: Semantic Similarity: 0.21284,	 retrieve time: 0.004322052001953125,	 generate time: 0.3265230655670166
[1]: [Cumulative]: Semantic Similarity: 0.60642,	 retrieve time: 0.11834096908569336,	 generate time: 0.633075475692749
[2]: Semantic Similarity: 0.3447,	 retrieve time: 0.0034246444702148438,	 generate time: 0.3052353858947754
[2]: [Cumulative]: Semantic Similarity: 0.51918,	 retrieve time: 0.08003552754720052,	 generate time: 0.5237954457600912
[3]: Semantic Similarity: 0.09134,	 retrieve time: 0.005532264709472656,	 generate time: 0.3148519992828369
[3]: [Cumulative]: Semantic Similarity: 0.41222,	 retrieve time: 0.061409711837768555,	 generate time: 0.4715595841407776
[4]: Semantic Similarity: 0.17272,	 retrieve time: 0.0032668113708496094,	 generate time: 0.3168678283691406
[4]: [Cumulative]: Semantic Similarity: 0.36432,	 retrieve time: 0.04978113174438477,	 generate time: 0.4406212329864502
[5]: Semantic Similarity: 0.16796,	 retrieve time: 0.0035483837127685547,	 generate time: 0.33856868743896484
[5]: [Cumulative]: Semantic Similarity: 0.33159,	 retrieve time: 0.042075673739115395,	 generate time: 0.42361247539520264
[6]: Semantic Similarity: 0.5032,	 retrieve time: 0.004698276519775391,	 generate time: 0.3318748474121094
[6]: [Cumulative]: Semantic Similarity: 0.35611,	 retrieve time: 0.03673604556492397,	 generate time: 0.41050709996904644
[7]: Semantic Similarity: 0.23969,	 retrieve time: 0.004231691360473633,	 generate time: 0.33068037033081055
[7]: [Cumulative]: Semantic Similarity: 0.34156,	 retrieve time: 0.032673001289367676,	 generate time: 0.40052875876426697
[8]: Semantic Similarity: 0.27797,	 retrieve time: 0.0033528804779052734,	 generate time: 0.3289825916290283
[8]: [Cumulative]: Semantic Similarity: 0.33449,	 retrieve time: 0.029415210088094074,	 generate time: 0.39257918463812935
[9]: Semantic Similarity: 0.35311,	 retrieve time: 0.003131389617919922,	 generate time: 0.3120877742767334
[9]: [Cumulative]: Semantic Similarity: 0.33635,	 retrieve time: 0.02678682804107666,	 generate time: 0.3845300436019897
[10]: Semantic Similarity: 0.29882,	 retrieve time: 0.003542184829711914,	 generate time: 0.3616452217102051
[10]: [Cumulative]: Semantic Similarity: 0.33294,	 retrieve time: 0.02467367865822532,	 generate time: 0.38244960524819116
[11]: Semantic Similarity: 0.24838,	 retrieve time: 0.0034203529357910156,	 generate time: 0.3173553943634033
[11]: [Cumulative]: Semantic Similarity: 0.32589,	 retrieve time: 0.022902568181355793,	 generate time: 0.3770250876744588
[12]: Semantic Similarity: 0.34791,	 retrieve time: 0.00315093994140625,	 generate time: 0.3925039768218994
[12]: [Cumulative]: Semantic Similarity: 0.32759,	 retrieve time: 0.021383212162898138,	 generate time: 0.37821577145503116
[13]: Semantic Similarity: 0.19385,	 retrieve time: 0.0031921863555908203,	 generate time: 0.3115561008453369
[13]: [Cumulative]: Semantic Similarity: 0.31803,	 retrieve time: 0.0200838531766619,	 generate time: 0.3734543664114816
[14]: Semantic Similarity: 0.06726,	 retrieve time: 0.0032372474670410156,	 generate time: 0.306077241897583
[14]: [Cumulative]: Semantic Similarity: 0.30132,	 retrieve time: 0.01896074612935384,	 generate time: 0.368962558110555
[15]: Semantic Similarity: 1.0,	 retrieve time: 0.0037698745727539062,	 generate time: 0.369462251663208
[15]: [Cumulative]: Semantic Similarity: 0.34498,	 retrieve time: 0.018011316657066345,	 generate time: 0.3689937889575958
[16]: Semantic Similarity: 0.34176,	 retrieve time: 0.003352642059326172,	 generate time: 0.265347957611084
[16]: [Cumulative]: Semantic Similarity: 0.34479,	 retrieve time: 0.01714904168072869,	 generate time: 0.36289697534897747
[17]: Semantic Similarity: 0.34283,	 retrieve time: 0.0037353038787841797,	 generate time: 0.9164135456085205
[17]: [Cumulative]: Semantic Similarity: 0.34469,	 retrieve time: 0.016403834025065105,	 generate time: 0.3936478959189521
[18]: Semantic Similarity: 1.0,	 retrieve time: 0.0035135746002197266,	 generate time: 0.44825100898742676
[18]: [Cumulative]: Semantic Similarity: 0.37918,	 retrieve time: 0.015725399318494294,	 generate time: 0.3965217439751876
[19]: Semantic Similarity: 0.50667,	 retrieve time: 0.003167867660522461,	 generate time: 0.3255760669708252
[19]: [Cumulative]: Semantic Similarity: 0.38555,	 retrieve time: 0.015097522735595703,	 generate time: 0.3929744601249695
[20]: Semantic Similarity: 0.15829,	 retrieve time: 0.003274679183959961,	 generate time: 0.4023005962371826
[20]: [Cumulative]: Semantic Similarity: 0.37473,	 retrieve time: 0.01453453018551781,	 generate time: 0.39341856184459867
[21]: Semantic Similarity: 0.4888,	 retrieve time: 0.004008054733276367,	 generate time: 0.42733097076416016
[21]: [Cumulative]: Semantic Similarity: 0.37991,	 retrieve time: 0.014056054028597746,	 generate time: 0.39496003497730603
[22]: Semantic Similarity: 1.0,	 retrieve time: 0.0038497447967529297,	 generate time: 0.34442949295043945
[22]: [Cumulative]: Semantic Similarity: 0.40687,	 retrieve time: 0.013612301453300144,	 generate time: 0.3927630548891814
[23]: Semantic Similarity: 0.12417,	 retrieve time: 0.0035800933837890625,	 generate time: 0.37065815925598145
[23]: [Cumulative]: Semantic Similarity: 0.39509,	 retrieve time: 0.013194292783737183,	 generate time: 0.3918420175711314
[24]: Semantic Similarity: 0.20242,	 retrieve time: 0.0032553672790527344,	 generate time: 0.31911158561706543
[24]: [Cumulative]: Semantic Similarity: 0.38739,	 retrieve time: 0.012796735763549805,	 generate time: 0.38893280029296873
[25]: Semantic Similarity: 0.20156,	 retrieve time: 0.003773927688598633,	 generate time: 0.31076860427856445
[25]: [Cumulative]: Semantic Similarity: 0.38024,	 retrieve time: 0.012449704683743991,	 generate time: 0.3859264850616455
[26]: Semantic Similarity: 0.15195,	 retrieve time: 0.0027298927307128906,	 generate time: 0.3521301746368408
[26]: [Cumulative]: Semantic Similarity: 0.37179,	 retrieve time: 0.012089711648446543,	 generate time: 0.3846747698607268
[27]: Semantic Similarity: 0.08439,	 retrieve time: 0.0033049583435058594,	 generate time: 0.3137063980102539
[27]: [Cumulative]: Semantic Similarity: 0.36152,	 retrieve time: 0.011775970458984375,	 generate time: 0.38214018515178133
[28]: Semantic Similarity: 0.48657,	 retrieve time: 0.0041124820709228516,	 generate time: 0.3196132183074951
[28]: [Cumulative]: Semantic Similarity: 0.36583,	 retrieve time: 0.011511712238706392,	 generate time: 0.37998408284680596
[29]: Semantic Similarity: 0.39272,	 retrieve time: 0.003458738327026367,	 generate time: 0.39432668685913086
[29]: [Cumulative]: Semantic Similarity: 0.36673,	 retrieve time: 0.011243279774983723,	 generate time: 0.3804621696472168
[30]: Semantic Similarity: 0.5032,	 retrieve time: 0.0034036636352539062,	 generate time: 0.3074452877044678
[30]: [Cumulative]: Semantic Similarity: 0.37113,	 retrieve time: 0.010990388931766633,	 generate time: 0.378106786358741
[31]: Semantic Similarity: 1.0,	 retrieve time: 0.004240751266479492,	 generate time: 0.35807180404663086
[31]: [Cumulative]: Semantic Similarity: 0.39078,	 retrieve time: 0.01077946275472641,	 generate time: 0.3774806931614876
[32]: Semantic Similarity: 0.4172,	 retrieve time: 0.003520965576171875,	 generate time: 0.4227125644683838
[32]: [Cumulative]: Semantic Similarity: 0.39158,	 retrieve time: 0.010559508294770212,	 generate time: 0.3788513559283632
[33]: Semantic Similarity: 0.19135,	 retrieve time: 0.003353595733642578,	 generate time: 0.33528733253479004
[33]: [Cumulative]: Semantic Similarity: 0.3857,	 retrieve time: 0.010347569690031163,	 generate time: 0.3775700611226699
[34]: Semantic Similarity: 0.1945,	 retrieve time: 0.004449129104614258,	 generate time: 0.3294098377227783
[34]: [Cumulative]: Semantic Similarity: 0.38023,	 retrieve time: 0.01017904281616211,	 generate time: 0.3761940547398159
[35]: Semantic Similarity: 0.25643,	 retrieve time: 0.0035507678985595703,	 generate time: 0.3293769359588623
[35]: [Cumulative]: Semantic Similarity: 0.37679,	 retrieve time: 0.009994924068450928,	 generate time: 0.3748935792181227
[36]: Semantic Similarity: 0.34909,	 retrieve time: 0.003821134567260742,	 generate time: 0.3394954204559326
[36]: [Cumulative]: Semantic Similarity: 0.37604,	 retrieve time: 0.009828064892743085,	 generate time: 0.37393687222454997
[37]: Semantic Similarity: 0.12676,	 retrieve time: 0.003665447235107422,	 generate time: 0.3047604560852051
[37]: [Cumulative]: Semantic Similarity: 0.36948,	 retrieve time: 0.009665890743857935,	 generate time: 0.372116440220883
[38]: Semantic Similarity: 1.0,	 retrieve time: 0.00442051887512207,	 generate time: 0.37914013862609863
[38]: [Cumulative]: Semantic Similarity: 0.38565,	 retrieve time: 0.009531394029274965,	 generate time: 0.372296535051786
[39]: Semantic Similarity: 0.10774,	 retrieve time: 0.0036530494689941406,	 generate time: 0.3182697296142578
[39]: [Cumulative]: Semantic Similarity: 0.3787,	 retrieve time: 0.009384435415267945,	 generate time: 0.3709458649158478
[40]: Semantic Similarity: 0.49171,	 retrieve time: 0.0037643909454345703,	 generate time: 0.820767879486084
[40]: [Cumulative]: Semantic Similarity: 0.38146,	 retrieve time: 0.009247361159906155,	 generate time: 0.38191713356390233
[41]: Semantic Similarity: 0.11258,	 retrieve time: 0.0036458969116210938,	 generate time: 0.9056003093719482
[41]: [Cumulative]: Semantic Similarity: 0.37506,	 retrieve time: 0.009113992963518416,	 generate time: 0.394385780606951
[42]: Semantic Similarity: 0.12164,	 retrieve time: 0.002773284912109375,	 generate time: 0.32155561447143555
[42]: [Cumulative]: Semantic Similarity: 0.36916,	 retrieve time: 0.008966534636741462,	 generate time: 0.39269205581310185
[43]: Semantic Similarity: 0.23219,	 retrieve time: 0.003915309906005859,	 generate time: 0.31929636001586914
[43]: [Cumulative]: Semantic Similarity: 0.36605,	 retrieve time: 0.008851734074679289,	 generate time: 0.3910239718177102
[44]: Semantic Similarity: 0.08292,	 retrieve time: 0.0033981800079345703,	 generate time: 0.4192016124725342
