KVcache prepared in 0.6809735298156738 seconds
[0]: Semantic Similarity: 0.445,	 cache time: 1.1920928955078125e-06,	 generate time: 8.312511920928955
[0]: [Cumulative]: Semantic Similarity: 0.445,	 cache time: 1.1920928955078125e-06,	 generate time: 8.312511920928955
[1]: Semantic Similarity: 0.19078,	 cache time: 1.430511474609375e-06,	 generate time: 5.568576335906982
[1]: [Cumulative]: Semantic Similarity: 0.31789,	 cache time: 1.3113021850585938e-06,	 generate time: 6.940544128417969
[2]: Semantic Similarity: 0.44654,	 cache time: 1.1920928955078125e-06,	 generate time: 2.9811761379241943
[2]: [Cumulative]: Semantic Similarity: 0.36077,	 cache time: 1.2715657552083333e-06,	 generate time: 5.620754798253377
[3]: Semantic Similarity: 0.54875,	 cache time: 7.152557373046875e-07,	 generate time: 0.44236135482788086
[3]: [Cumulative]: Semantic Similarity: 0.40777,	 cache time: 1.1324882507324219e-06,	 generate time: 4.326156437397003
[4]: Semantic Similarity: 0.11898,	 cache time: 9.5367431640625e-07,	 generate time: 7.2571046352386475
[4]: [Cumulative]: Semantic Similarity: 0.35001,	 cache time: 1.0967254638671874e-06,	 generate time: 4.912346076965332
[5]: Semantic Similarity: 0.69147,	 cache time: 9.5367431640625e-07,	 generate time: 4.215749740600586
[5]: [Cumulative]: Semantic Similarity: 0.40692,	 cache time: 1.0728836059570312e-06,	 generate time: 4.796246687571208
[6]: Semantic Similarity: 0.30249,	 cache time: 7.152557373046875e-07,	 generate time: 0.31554245948791504
[6]: [Cumulative]: Semantic Similarity: 0.392,	 cache time: 1.0217939104352678e-06,	 generate time: 4.1561460835593085
[7]: Semantic Similarity: 0.605,	 cache time: 7.152557373046875e-07,	 generate time: 0.6672840118408203
[7]: [Cumulative]: Semantic Similarity: 0.41863,	 cache time: 9.834766387939453e-07,	 generate time: 3.7200383245944977
[8]: Semantic Similarity: 0.46198,	 cache time: 7.152557373046875e-07,	 generate time: 0.3559451103210449
[8]: [Cumulative]: Semantic Similarity: 0.42344,	 cache time: 9.5367431640625e-07,	 generate time: 3.3462501896752253
[9]: Semantic Similarity: 0.6238,	 cache time: 9.5367431640625e-07,	 generate time: 0.5116050243377686
[9]: [Cumulative]: Semantic Similarity: 0.44348,	 cache time: 9.5367431640625e-07,	 generate time: 3.0627856731414793
[10]: Semantic Similarity: 0.49624,	 cache time: 9.5367431640625e-07,	 generate time: 4.995045900344849
[10]: [Cumulative]: Semantic Similarity: 0.44828,	 cache time: 9.5367431640625e-07,	 generate time: 3.238445693796331
[11]: Semantic Similarity: 0.37198,	 cache time: 1.1920928955078125e-06,	 generate time: 1.2858266830444336
[11]: [Cumulative]: Semantic Similarity: 0.44192,	 cache time: 9.735425313313801e-07,	 generate time: 3.0757274429003396
[12]: Semantic Similarity: 0.28201,	 cache time: 7.152557373046875e-07,	 generate time: 2.3657073974609375
[12]: [Cumulative]: Semantic Similarity: 0.42962,	 cache time: 9.5367431640625e-07,	 generate time: 3.0211105163280783
[13]: Semantic Similarity: 0.68829,	 cache time: 9.5367431640625e-07,	 generate time: 0.619659423828125
[13]: [Cumulative]: Semantic Similarity: 0.44809,	 cache time: 9.5367431640625e-07,	 generate time: 2.8495782954352245
[14]: Semantic Similarity: 0.23945,	 cache time: 7.152557373046875e-07,	 generate time: 0.965034008026123
[14]: [Cumulative]: Semantic Similarity: 0.43418,	 cache time: 9.377797444661458e-07,	 generate time: 2.723942009607951
[15]: Semantic Similarity: 0.27993,	 cache time: 9.5367431640625e-07,	 generate time: 0.7058584690093994
[15]: [Cumulative]: Semantic Similarity: 0.42454,	 cache time: 9.387731552124023e-07,	 generate time: 2.5978117883205414
[16]: Semantic Similarity: 0.31892,	 cache time: 1.1920928955078125e-06,	 generate time: 0.8994648456573486
[16]: [Cumulative]: Semantic Similarity: 0.41833,	 cache time: 9.5367431640625e-07,	 generate time: 2.4979090269874122
[17]: Semantic Similarity: 0.57584,	 cache time: 9.5367431640625e-07,	 generate time: 3.027439594268799
[17]: [Cumulative]: Semantic Similarity: 0.42708,	 cache time: 9.5367431640625e-07,	 generate time: 2.527327391836378
[18]: Semantic Similarity: 0.45662,	 cache time: 7.152557373046875e-07,	 generate time: 1.0090570449829102
[18]: [Cumulative]: Semantic Similarity: 0.42864,	 cache time: 9.411259701377467e-07,	 generate time: 2.4474184262125114
[19]: Semantic Similarity: 0.36434,	 cache time: 7.152557373046875e-07,	 generate time: 6.792609214782715
[19]: [Cumulative]: Semantic Similarity: 0.42542,	 cache time: 9.298324584960937e-07,	 generate time: 2.6646779656410216
[20]: Semantic Similarity: 0.16685,	 cache time: 7.152557373046875e-07,	 generate time: 0.2230532169342041
[20]: [Cumulative]: Semantic Similarity: 0.41311,	 cache time: 9.196145193917411e-07,	 generate time: 2.5484101204645064
[21]: Semantic Similarity: 0.14554,	 cache time: 9.5367431640625e-07,	 generate time: 2.1374106407165527
